All_Bonds;SP_500
180,0687;1142,16
180,3303;1147,7
180,2569;1144,73
179,9691;1141,2
179,8871;1146,24
180,2771;1137,03
180,057;1160,75
180,5798;1159,97
180,1489;1158,06
180,3452;1165,15
180,1187;1165,32
180,5471;1169,77
180,0953;1178,1
179,8923;1173,81
179,2318;1176,19
178,9973;1184,71
178,6864;1165,9
178,5146;1178,17
178,1718;1180,27
178,2929;1183,08
178,5144;1185,62
178,063;1185,64
177,512;1182,45
177,5588;1183,78
177,9414;1183,26
178,4847;1184,39
178,6246;1193,57
179,2997;1197,96
179,2063;1221,06
179,0846;1225,85
179,1706;1223,25
179,0505;1213,4
178,9861;1218,71
179,0213;1213,54
178,1866;1199,21
177,5999;1197,75
176,84;1178,34
177,1991;1178,59
176,2231;1196,69
176,1666;1199,73
176,7933;1197,84
177,8765;1180,73
176,773;1198,35
176,4347;1198,35
176,5566;1189,4
176,3542;1187,76
177,4665;1180,55
176,4662;1206,07
176,0313;1221,53
175,6042;1224,71
175,9617;1223,12
174,9614;1223,75
174,2155;1228,28
174,7482;1233
174,7311;1240,4
174,337;1240,46
173,7899;1241,59
173,9247;1235,23
173,5488;1242,87
173,9378;1243,91
174,8058;1247,08
174,6435;1254,6
175,0895;1258,84
174,8501;1256,77
174,8659;1256,77
174,4444;1257,54
175,115;1258,51
174,6968;1259,78
175,2613;1257,88
175,2771;1257,64
175,779;1271,87
175,9756;1270,2
175,1923;1276,56
175,3689;1273,85
175,7762;1271,5
175,862;1269,75
175,3968;1274,48
174,2452;1285,96
174,1447;1283,76
174,2974;1293,24
174,2434;1293,24
173,5673;1295,02
173,8047;1281,92
172,9876;1280,26
172,9901;1283,35
173,1387;1290,84
173,077;1291,18
172,6352;1296,63
172,3094;1299,54
172,6995;1276,34
172,7814;1286,12
172,018;1307,59
171,8404;1304,03
172,4316;1307,1
171,7361;1310,87
172,0308;1319,05
171,7579;1324,57
171,2257;1320,88
171,3353;1321,87
171,7852;1329,15
171,6433;1332,32
171,6516;1328,01
172,0386;1336,32
172,8197;1340,43
172,1035;1343,01
172,7244;1343,01
173,0358;1315,45
173,1322;1307,4
173,257;1306,1
173,1871;1319,88
173,0036;1327,22
172,8564;1306,33
172,6338;1308,44
171,4304;1330,97
171,6339;1321,15
171,5545;1310,13
171,3549;1321,82
171,5823;1320,03
172,0848;1295,11
172,5338;1304,28
172,4247;1296,39
173,3349;1281,87
174,0053;1256,88
172,9293;1273,71
172,5431;1279,21
172,0731;1298,38
171,9669;1293,77
172,2966;1297,54
172,0918;1309,66
171,9039;1313,8
171,5694;1310,19
171,361;1319,44
171,3809;1328,26
171,242;1325,83
170,9026;1332,41
171,0772;1332,87
170,8157;1332,63
170,5002;1335,54
170,5141;1333,51
169,8219;1328,17
169,7254;1324,46
170,3051;1314,16
170,3522;1314,41
170,5894;1314,52
171,0081;1319,68
172,2881;1305,14
171,9445;1312,62
171,6298;1330,36
172,0485;1337,39
172,0485;1337,39
172,0485;1335,25
172,2851;1347,24
171,7386;1355,66
172,3612;1360,48
172,6854;1363,61
172,4765;1361,22
172,179;1356,62
171,8781;1347,32
172,6418;1335,1
173,01;1340,2
173,9269;1346,3
173,7044;1357,16
173,5948;1342,08
174,012;1348,65
174,0893;1337,77
173,7509;1329,47
174,0516;1328,98
173,912;1340,68
173,7473;1343,6
174,4471;1333,27
174,909;1317,37
174,461;1316,28
174,8303;1320,47
175,3813;1325,69
175,5416;1331,1
175,5943;1331,1
175,1805;1345,2
175,4721;1314,55
175,4491;1312,94
174,9277;1300,16
175,1622;1286,17
174,5212;1284,94
174,9484;1279,56
175,2818;1289
175,9748;1270,98
176,0058;1271,83
175,3958;1287,87
175,9351;1265,42
176,4067;1267,64
175,8952;1271,5
175,8802;1278,36
175,5342;1295,52
175,815;1287,14
176,9934;1283,5
177,1024;1268,45
176,5654;1280,1
176,1263;1296,67
175,4381;1307,41
174,9536;1320,64
175,0402;1339,67
175,1317;1339,67
175,4171;1337,88
176,4597;1339,23
175,9887;1353,22
177,5957;1343,8
179,5122;1319,49
179,2252;1313,64
178,6143;1317,72
178,6171;1308,87
179,2455;1316,14
179,7456;1305,44
179,2228;1326,73
178,2104;1325,84
176,9532;1343,8
177,6952;1345,02
178,1836;1337,43
178,3318;1331,94
179,3992;1304,89
179,4192;1300,67
180,4978;1292,28
181,1822;1286,94
181,9653;1254,05
181,9902;1260,34
183,1281;1200,07
183,0188;1199,38
183,6774;1119,46
182,9081;1172,53
184,6079;1120,76
183,7007;1172,64
183,326;1178,81
183,1469;1204,49
183,2215;1192,76
184,0044;1193,89
185,9085;1140,65
185,6716;1123,53
185,5502;1123,82
185,6587;1162,35
184,794;1177,6
185,181;1159,27
185,5149;1176,8
184,4737;1210,09
185,4273;1212,92
184,5772;1218,89
185,3261;1204,42
186,5421;1173,97
188,0704;1173,97
188,2871;1165,24
187,6646;1198,62
187,9866;1185,9
189,5186;1154,23
189,8757;1162,27
189,502;1172,87
188,7112;1188,68
187,6801;1209,11
188,7371;1216,01
189,5153;1204,09
189,4978;1202,09
189,9215;1166,76
190,9021;1129,56
190,7758;1136,43
190,0075;1162,95
188,3725;1175,38
188,0486;1151,06
187,6561;1160,4
188,9356;1131,42
189,9522;1099,23
190,6231;1123,95
189,4059;1144,03
187,9013;1164,97
187,644;1155,46
187,0724;1194,89
186,9831;1195,54
185,746;1207,25
186,6714;1203,66
185,7309;1224,58
187,0079;1200,86
187,8152;1225,38
187,2009;1209,88
187,532;1215,39
186,9001;1238,25
186,9765;1254,2
187,5727;1229,05
188,0655;1242
185,9048;1284,59
185,899;1285,09
187,5881;1253,3
190,3326;1218,28
189,6704;1237,9
189,0738;1261,16
189,7515;1253,23
190,1679;1261,12
190,359;1275,92
191,4549;1229,1
191,351;1239,69
190,0691;1263,86
191,0814;1251,78
191,5304;1257,81
190,9399;1236,91
189,9728;1216,13
189,165;1215,65
189,8364;1192,98
189,7721;1188,04
188,376;1161,79
187,4326;1161,79
186,8247;1158,67
186,521;1192,55
185,9942;1195,19
186,6307;1246,96
187,9678;1244,58
188,5144;1244,28
188,1084;1257,08
188,18;1258,47
189,1232;1261,01
189,8802;1234,35
188,603;1255,19
189,9633;1236,47
190,1133;1225,73
191,4128;1211,82
191,1202;1215,75
191,9205;1219,66
191,7883;1205,35
190,9987;1241,31
191,198;1243,72
191,1736;1254
191,298;1265,33
191,298;1265,33
191,6276;1265,43
191,7578;1249,64
192,4312;1263,02
192,2834;1257,61
191,6508;1257,61
191,6794;1277,06
191,531;1277,3
192,247;1281,06
192,1585;1277,81
192,3329;1280,7
191,9306;1292,08
192,5467;1292,48
192,4226;1295,5
193,2441;1289,09
193,1481;1289,09
192,7251;1293,67
192,7754;1308,04
192,0313;1314,5
191,3317;1315,38
190,6703;1316
190,3591;1314,66
190,8332;1326,05
191,5649;1318,43
191,7001;1316,33
192,497;1313,01
192,5963;1312,41
192,318;1324,09
192,012;1325,54
191,3879;1344,9
191,8555;1344,33
191,08;1347,05
190,9097;1349,96
190,071;1351,95
191,222;1342,64
191,2258;1351,77
191,4974;1350,5
192,1229;1343,23
192,0719;1358,04
191,514;1361,23
191,1347;1361,23
191,0936;1362,21
191,5883;1357,66
192,1187;1363,46
192,1659;1365,74
192,8372;1367,59
193,0615;1372,18
192,9099;1365,68
192,246;1374,09
193,0309;1369,63
192,628;1364,34
192,9811;1343,36
193,0465;1352,63
192,8676;1365,91
193,0144;1370,87
193,1904;1371,09
192,601;1395,95
191,0229;1394,28
190,7606;1402,6
189,7886;1404,17
190,086;1409,75
190,1606;1405,52
191,0084;1402,9
191,7219;1392,79
192,0285;1397,11
191,4082;1416,51
191,8822;1412,52
192,3322;1405,54
192,735;1403,28
193,0263;1408,47
192,9607;1419,04
192,7676;1413,38
192,8249;1398,96
193,5248;1398,08
193,5248;1398,08
193,5248;1382,2
194,6861;1358,59
194,1024;1368,71
193,8856;1387,57
194,5157;1370,26
194,4958;1369,57
194,0181;1390,78
194,4777;1385,14
194,695;1376,92
194,4286;1378,53
195,2021;1366,94
194,4439;1371,97
194,0324;1390,69
194,7423;1399,98
194,626;1403,36
195,0753;1397,91
195,0753;1405,82
195,5576;1402,31
195,457;1391,57
195,8622;1369,1
195,6033;1369,58
196,4239;1363,72
196,7063;1354,58
196,6444;1357,99
196,887;1353,39
197,6525;1338,35
197,6087;1330,66
197,3208;1324,8
198,0197;1304,86
197,9602;1295,22
198,0079;1315,99
197,5762;1316,63
198,7594;1318,86
198,81;1320,68
199,0553;1317,82
199,245;1317,82
199,3165;1332,42
200,6541;1313,32
201,5272;1310,33
202,0928;1278,05
201,548;1278,18
201,5075;1285,5
200,0032;1315,13
199,1357;1314,99
199,6568;1325,66
199,8243;1308,93
198,1629;1324,18
197,0708;1314,88
197,2656;1329,1
198,1803;1342,84
198,5323;1344,78
197,1335;1357,98
196,2449;1355,69
197,4682;1325,51
196,6401;1335,02
197,9044;1313,72
197,2067;1319,99
196,5968;1331,85
196,9863;1329,04
196,3233;1362,16
196,9618;1365,51
196,5179;1374,02
197,4313;1374,02
198,3178;1367,58
199,2748;1354,68
199,2217;1352,46
199,3869;1341,47
199,8244;1341,46
200,1737;1334,76
200,1682;1356,78
200,4172;1353,64
200,6521;1363,67
200,9722;1372,78
200,7735;1376,51
201,3552;1362,66
200,9982;1350,52
200,398;1338,31
200,0645;1337,89
199,5534;1360,02
198,6759;1385,97
198,9608;1385,3
200,4071;1379,32
199,2731;1375,14
200,782;1365
198,7855;1390,99
199,0458;1394,23
198,1391;1401,35
198,5753;1402,22
198,434;1402,8
199,2467;1405,87
198,9589;1404,11
198,1974;1403,93
197,1622;1405,53
197,7045;1415,51
198,1231;1418,16
197,9337;1418,13
197,2525;1413,17
198,6544;1413,49
199,4908;1402,08
199,9523;1411,13
199,6743;1410,44
199,8506;1409,3
199,4696;1410,49
200,1711;1399,48
200,0115;1406,58
199,6006;1406,58
199,5445;1404,94
198,9061;1403,43
197,3387;1432,12
197,8015;1437,92
197,3078;1429,08
197,3476;1433,57
196,3851;1436,56
197,1448;1459,99
195,6028;1465,77
196,0668;1461,19
196,5452;1459,32
196,6765;1461,05
197,3123;1460,26
197,0234;1460,15
197,3364;1456,89
197,0022;1441,59
198,6117;1433,32
198,6965;1447,15
198,943;1440,67
198,4683;1444,49
198,3678;1445,75
198,5692;1450,99
198,6167;1461,4
197,7642;1460,93
198,3548;1455,88
198,3069;1441,48
198,2151;1432,56
198,128;1432,84
198,755;1428,59
198,4785;1440,13
197,6447;1454,92
196,5301;1460,91
196,6338;1457,34
197,0294;1433,19
196,7489;1433,82
197,157;1413,11
197,291;1408,75
197,1709;1412,97
197,6948;1411,94
198,6302;1411,94
198,4636;1411,94
198,6605;1412,16
198,7782;1427,59
199,0687;1414,2
199,3136;1417,26
199,2622;1428,39
199,9573;1394,53
200,0787;1377,51
200,1995;1379,85
200,1672;1380,03
200,1348;1374,53
200,07;1355,49
199,9637;1353,33
200,1279;1359,88
199,8424;1386,89
199,2083;1387,81
198,9469;1391,03
198,9136;1391,03
198,8191;1409,15
199,1685;1406,29
199,0282;1398,94
199,7892;1409,93
199,5897;1415,95
199,5399;1416,18
199,2071;1409,46
199,5061;1407,05
200,1112;1409,28
200,6441;1413,94
200,5645;1418,07
200,5286;1418,55
200,3722;1427,84
200,3217;1428,48
200,2246;1419,45
200,1127;1413,58
200,0017;1430,36
199,5939;1446,79
199,3609;1435,81
199,6893;1443,69
200,0928;1430,15
200,1352;1426,66
200,1352;1426,66
200,1352;1419,83
200,9042;1418,1
201,1163;1402,43
201,1305;1426,19
201,1305;1426,19
199,4492;1462,42
198,8467;1459,37
197,9808;1466,47
198,3299;1461,89
198,7376;1457,15
198,8479;1461,02
197,8787;1472,12
197,4697;1472,05
197,8883;1470,68
198,3779;1472,34
198,4219;1472,63
197,8187;1480,94
198,6039;1485,98
198,1921;1485,98
198,3231;1492,56
198,6836;1494,81
198,1668;1494,82
197,4417;1502,96
196,8501;1500,18
197,0723;1507,84
196,8647;1501,96
197,4359;1498,11
197,4234;1513,17
198,1534;1495,71
197,6098;1511,29
197,8972;1512,12
198,1633;1509,39
198,1807;1517,93
198,0667;1517,01
197,7536;1519,43
197,2991;1520,33
197,8249;1521,38
197,5614;1519,79
197,9555;1519,79
197,9858;1530,94
197,4818;1511,95
198,3134;1502,42
198,5699;1515,6
198,4629;1487,85
199,7412;1496,94
199,919;1515,99
199,8572;1514,68
200,3611;1518,2
200,3057;1525,2
199,8193;1539,79
199,8694;1541,46
199,3986;1544,26
199,0752;1551,18
199,2638;1556,22
199,5542;1552,48
199,6483;1554,52
199,6161;1563,23
199,8646;1560,7
200,4317;1552,1
201,2555;1548,34
200,8838;1558,71
201,1294;1545,8
200,9662;1556,89
201,1968;1551,69
201,2276;1563,77
201,9541;1562,85
201,7978;1569,19
201,7978;1569,19
201,7978;1562,17
201,5051;1570,25
201,6763;1553,69
202,0489;1559,98
202,853;1553,28
202,6757;1563,07
202,3409;1568,61
201,7597;1587,73
201,5673;1593,37
202,0889;1588,85
202,2556;1552,36
201,9288;1574,57
202,3202;1552,01
202,3097;1541,61
202,0287;1555,25
202,4276;1562,5
202,2366;1578,78
202,3999;1578,79
202,445;1585,16
202,7903;1582,24
202,9081;1593,61
202,9047;1597,57
202,9047;1582,7
203,5748;1597,59
202,3209;1614,42
202,3428;1617,5
201,5855;1625,96
202,0694;1632,69
202,1025;1626,67
200,8244;1633,7
201,0445;1633,77
200,9206;1650,34
200,7516;1658,78
201,4434;1650,47
201,6354;1667,47
200,9891;1666,29
200,4211;1669,16
200,7355;1655,35
200,5316;1650,51
200,785;1649,6
200,3429;1649,6
199,9931;1660,06
199,6522;1648,36
199,8657;1654,41
199,9206;1630,74
199,7413;1640,42
199,4663;1631,38
199,8342;1608,9
199,5101;1622,56
199,4653;1643,38
198,9762;1642,81
198,9795;1626,13
199,0384;1612,52
199,422;1636,36
199,9413;1626,73
199,7501;1639,04
199,1951;1651,81
199,3906;1628,93
198,1334;1588,19
197,5488;1592,43
196,7449;1573,09
197,0879;1588,03
197,4877;1603,26
197,8513;1613,2
197,892;1606,28
198,0002;1614,96
198,1304;1614,08
198,7079;1615,41
198,7804;1615,41
198,1373;1631,89
198,3508;1640,46
198,9148;1652,32
198,8388;1652,62
199,0924;1675,02
199,7278;1680,19
199,4715;1682,5
199,7592;1676,26
199,9674;1680,91
200,1605;1689,37
200,0753;1692,09
200,0852;1695,53
199,6867;1692,39
198,7639;1685,94
198,317;1690,25
198,438;1691,65
198,4664;1685,33
198,4775;1685,96
198,5109;1685,73
198,5516;1706,87
198,6656;1709,67
198,2419;1707,14
198,1391;1697,37
198,3289;1690,91
198,3728;1697,48
198,369;1691,42
198,2786;1689,47
196,9047;1694,16
196,9471;1685,39
196,1194;1661,32
196,2524;1655,83
195,9704;1646,06
196,609;1652,35
196,1264;1642,8
195,7652;1656,96
195,6077;1663,5
196,0445;1656,78
196,5052;1630,48
196,2814;1634,96
196,4782;1638,17
196,5301;1632,97
195,9669;1632,97
195,4988;1639,77
195,7109;1653,08
194,662;1655,08
195,682;1655,17
195,5259;1671,71
194,667;1683,99
194,9982;1689,13
195,5995;1683,42
195,8624;1687,99
196,2356;1697,6
195,8302;1704,76
195,5129;1725,52
196,091;1722,34
195,8631;1709,91
196,3577;1701,84
197,0024;1697,42
197,3812;1692,77
197,375;1698,67
197,9214;1691,75
197,9445;1681,55
197,6979;1695
197,6388;1693,87
197,4494;1678,66
197,0992;1690,5
197,4379;1676,12
197,2938;1655,45
197,3251;1656,4
196,7804;1692,56
196,918;1703,2
196,8761;1710,14
196,3567;1698,06
196,0262;1721,54
196,7463;1733,15
197,1032;1744,5
197,0299;1744,66
197,6833;1754,67
197,8876;1746,38
197,8344;1752,07
197,9915;1759,77
198,0439;1762,11
198,1263;1771,95
198,6597;1763,31
198,8966;1756,54
198,7719;1761,64
198,8393;1767,93
198,114;1762,97
198,0682;1770,49
198,7338;1747,15
198,0656;1770,61
198,062;1771,89
197,656;1767,69
198,2509;1782
198,5713;1790,62
198,542;1798,18
198,7434;1791,53
198,3816;1787,87
198,4732;1781,37
198,142;1795,85
198,0732;1804,76
198,4092;1802,48
198,73;1802,75
198,6245;1807,23
198,6538;1807,23
198,7761;1805,81
198,3307;1800,9
198,4502;1795,15
197,5248;1792,81
197,0413;1785,03
197,2983;1805,09
197,2546;1808,37
197,2948;1802,62
197,4299;1782,22
197,2187;1775,5
197,3438;1775,32
197,3348;1786,54
197,3746;1781
197,3271;1810,65
197,0265;1809,6
197,1496;1818,32
197,0219;1827,99
197,0353;1833,32
197,0353;1833,32
197,0353;1842,02
196,286;1841,4
196,5365;1841,07
196,5767;1848,36
196,5767;1848,36
196,3939;1831,98
196,345;1831,37
196,7219;1826,77
196,9426;1837,88
196,6891;1837,49
196,7022;1838,13
197,2551;1842,37
197,633;1819,2
197,6709;1838,88
197,5028;1848,38
198,0999;1845,89
198,341;1838,7
198,5295;1838,7
198,6265;1843,8
198,4726;1844,86
198,9824;1828,46
199,6105;1790,29
199,5147;1781,56
199,4808;1792,5
199,8885;1774,2
200,1799;1794,19
200,8385;1782,59
200,9015;1741,89
200,8824;1755,2
200,9737;1751,64
200,2196;1773,43
200,6852;1797,02
200,4581;1799,84
200,4864;1819,75
200,0846;1819,26
200,6306;1829,83
200,4456;1838,63
200,3683;1838,63
200,4227;1840,76
200,6136;1828,75
200,1677;1839,78
200,5499;1836,25
200,3241;1847,61
200,6366;1845,12
201,2346;1845,16
201,7385;1854,29
201,082;1859,45
201,8031;1845,73
201,4764;1873,91
201,3875;1873,81
200,7301;1877,03
200,7968;1878,04
200,9689;1877,17
200,7258;1867,63
201,189;1868,2
201,7786;1846,34
201,7708;1841,13
201,5275;1858,83
201,5781;1872,25
201,2696;1860,77
200,759;1872,01
200,8927;1866,52
201,4119;1857,44
201,5989;1865,62
201,7648;1852,56
202,1641;1849,04
201,9497;1857,62
201,7587;1872,34
201,5518;1885,52
201,1035;1890,9
201,1926;1888,77
201,7229;1865,09
201,8214;1845,04
201,6071;1851,96
201,5021;1872,18
202,1429;1833,08
202,3893;1815,69
202,2087;1830,61
202,922;1842,98
202,7314;1862,31
202,4102;1864,85
202,4102;1864,85
202,4102;1871,89
202,0449;1879,55
202,3369;1875,39
202,2761;1878,61
202,904;1863,4
202,6635;1869,43
202,6966;1878,33
203,0051;1883,95
203,0051;1883,68
203,2699;1881,14
203,0925;1884,66
203,0997;1867,72
202,982;1878,21
203,2592;1875,63
203,1198;1878,48
203,0011;1896,65
203,5524;1897,45
204,166;1888,53
205,064;1870,85
204,6912;1877,86
204,655;1885,08
204,4381;1872,83
204,2198;1888,03
204,5537;1892,49
204,4609;1900,53
204,4623;1900,53
204,7598;1911,91
205,3729;1909,78
205,1934;1920,03
205,0401;1923,57
204,9292;1924,97
204,3455;1924,24
204,1355;1927,88
204,4432;1940,46
204,8106;1949,44
204,6097;1951,27
204,3013;1950,79
204,4658;1943,89
204,4708;1930,11
204,6674;1936,16
204,9255;1937,78
204,3479;1941,99
204,7481;1956,98
205,3211;1959,48
204,9748;1962,87
205,2353;1962,61
205,1687;1949,98
205,9007;1959,53
206,2196;1957,22
206,0762;1960,96
206,2241;1960,23
206,2593;1973,32
205,8487;1974,62
205,6974;1985,44
205,9875;1985,44
206,0785;1977,65
206,5085;1963,71
206,4597;1972,83
206,8231;1964,68
206,868;1967,57
206,796;1977,1
206,7841;1973,28
207,0579;1981,57
207,3971;1958,12
207,4977;1978,22
207,6513;1973,63
207,2782;1983,53
207,6005;1987,01
207,1944;1987,98
207,6435;1978,34
207,6903;1978,91
208,1747;1969,95
207,5772;1970,07
207,4563;1930,67
207,8244;1925,15
207,9154;1938,99
207,5332;1920,21
208,4153;1920,24
208,8765;1909,57
209,2066;1931,59
209,0109;1936,92
208,9875;1933,75
209,2567;1946,72
209,5282;1955,18
210,1002;1955,06
209,5949;1971,74
209,8488;1981,6
210,1445;1986,51
210,062;1992,37
210,167;1988,4
210,5811;1997,92
210,6927;2000,02
211,1013;2000,12
211,4908;1996,74
211,4361;2003,37
211,3735;2003,37
210,79;2002,28
210,3929;2000,72
210,0789;1997,65
210,4776;2007,71
210,4766;2001,54
209,7908;1988,44
209,7621;1995,69
209,8739;1997,45
209,3745;1985,54
209,6209;1984,13
209,461;1998,98
209,6407;2001,57
209,1137;2011,36
209,7294;2010,4
209,9986;1994,29
210,2299;1982,77
210,2769;1998,3
210,6015;1965,99
210,8028;1982,85
210,9175;1977,8
211,0917;1972,29
211,6167;1946,16
211,5299;1946,17
211,3577;1967,9
211,6287;1964,82
211,5;1935,1
211,5861;1968,89
211,5479;1928,21
211,7469;1906,13
211,626;1874,74
212,3604;1877,7
213,4363;1862,49
212,7331;1862,76
212,1798;1886,76
212,3097;1904,01
212,0402;1941,28
212,0972;1927,11
211,6669;1950,82
211,7528;1964,58
212,0819;1961,63
212,0703;1985,05
211,8329;1982,3
212,436;1994,65
212,3785;2018,05
212,1503;2017,81
212,8476;2012,1
212,5394;2023,57
212,4396;2031,21
212,5929;2031,92
212,6779;2038,26
212,6184;2039,68
212,8631;2038,25
213,0029;2039,33
213,1771;2039,82
213,1205;2041,32
212,9856;2051,8
212,4582;2048,72
212,9894;2052,75
213,3169;2063,5
213,1756;2069,41
213,6465;2067,03
213,9548;2072,83
214,3555;2072,83
214,3246;2067,56
213,9773;2053,44
213,797;2066,55
213,7672;2074,33
213,5945;2071,92
213,5209;2075,37
214,2479;2060,31
214,7917;2059,82
214,9262;2026,14
215,0595;2035,33
215,8743;2002,33
215,8304;1989,63
216,3386;1972,74
216,3888;2012,89
215,9546;2061,23
216,0592;2070,65
216,0616;2078,54
216,1386;2082,17
216,1514;2081,88
216,1514;2081,88
216,1514;2088,77
216,8924;2090,57
216,9331;2080,35
216,9716;2058,9
216,9716;2058,9
217,7601;2058,2
217,6882;2020,58
218,981;2002,61
218,7341;2025,9
217,9721;2062,14
218,5228;2044,81
218,6445;2028,26
218,6744;2023,03
219,2618;2011,27
219,3607;1992,67
219,395;2019,42
219,7667;2019,42
219,6736;2022,55
218,7782;2032,12
219,5195;2063,15
220,6437;2051,82
220,2866;2057,09
220,5974;2029,55
221,1078;2002,16
221,1207;2021,25
222,0914;1994,99
222,2041;2020,85
221,7427;2050,03
221,5453;2041,51
221,5945;2062,52
221,5047;2055,47
221,8604;2046,74
221,5451;2068,59
221,7334;2068,53
222,3048;2088,48
222,0027;2096,99
221,8225;2096,99
221,4067;2100,34
221,0703;2099,68
220,9727;2097,45
221,0077;2110,3
220,9156;2109,66
220,9024;2115,48
221,5671;2113,86
222,0586;2110,74
221,6132;2104,5
221,1014;2117,39
221,0807;2107,78
221,0048;2098,53
221,5094;2101,04
221,0318;2071,26
222,3619;2079,43
223,9476;2044,16
224,6981;2040,24
223,9652;2065,95
224,0136;2053,4
223,9484;2081,19
223,6688;2074,28
224,6863;2099,5
224,7394;2089,27
224,8868;2108,1
224,4133;2104,42
224,2053;2091,5
224,4544;2061,05
224,4959;2056,15
224,6086;2061,02
224,7067;2086,24
225,0321;2067,89
225,1295;2059,69
224,7756;2066,96
224,7756;2066,96
224,7756;2080,62
224,6107;2076,33
224,8975;2081,9
224,8678;2091,18
225,0282;2102,06
225,1465;2092,43
225,6509;2095,84
226,2355;2106,63
226,6114;2104,99
226,7875;2081,18
226,9162;2100,4
226,4181;2097,29
225,4301;2107,96
225,2786;2112,93
225,2461;2117,69
225,1337;2108,92
225,1108;2114,76
223,0396;2106,85
221,9123;2085,51
221,9123;2108,29
220,5444;2114,49
219,5772;2089,46
218,1096;2080,15
218,3069;2088
219,0773;2116,1
218,2974;2105,33
216,8831;2099,12
216,2513;2098,48
216,1212;2121,1
217,3453;2122,73
217,191;2129,2
217,849;2127,83
217,729;2125,85
217,5216;2130,82
217,8679;2126,06
217,8803;2126,06
218,6969;2104,2
218,5788;2123,48
218,8817;2120,79
219,5115;2107,39
219,3359;2111,73
217,0423;2109,6
214,7066;2114,07
214,8835;2095,84
214,7292;2092,83
214,0444;2079,28
212,8551;2080,15
212,2997;2105,2
213,7073;2108,86
214,4295;2094,11
214,6924;2084,43
214,8059;2096,29
214,8677;2100,44
214,8601;2121,24
215,4791;2109,99
213,6873;2122,85
213,7879;2124,2
214,1044;2108,58
213,7807;2102,31
212,9908;2101,49
214,5886;2057,64
214,8004;2063,11
214,3361;2077,42
213,7531;2076,78
214,6672;2076,78
214,9534;2068,76
217,0155;2081,34
216,6461;2046,68
215,8546;2051,31
213,7255;2076,62
213,9015;2099,6
214,2716;2108,95
215,2198;2107,4
215,098;2124,29
215,8122;2126,64
216,1542;2128,28
215,9228;2119,21
216,3935;2114,15
216,2803;2102,15
217,1996;2079,65
217,2782;2067,64
217,2368;2093,25
216,9644;2108,57
217,7938;2108,63
217,9658;2103,84
218,0909;2098,04
217,9353;2093,32
216,4626;2099,84
216,7924;2083,56
217,5867;2077,57
217,1161;2104,18
218,38;2084,07
218,6913;2086,05
218,281;2083,39
218,0232;2091,54
218,3284;2102,44
218,0588;2096,92
218,1296;2079,61
218,9255;2035,73
219,1128;1970,89
219,2844;1893,21
216,8175;1867,61
217,3806;1940,51
216,7336;1987,66
216,8307;1988,87
215,9002;1972,18
215,7877;1913,85
216,0272;1948,86
216,6702;1951,13
217,6699;1921,22
217,4202;1921,22
217,2583;1969,41
216,9567;1942,04
217,1385;1952,29
217,5167;1961,05
217,5811;1953,03
216,3914;1978,09
216,1101;1995,31
